iteration,reward_mean,length_mean,games,loss
39500,1.25,4.25,8.0,0.0009058807045221329
40000,0.88,3.88,8.0,0.0372479185461998
40500,1.0,4.0,8.0,0.01265883818268776
41000,1.0,4.0,8.0,0.00738860759884119
41500,0.62,3.62,8.0,0.005053708329796791
42000,0.88,3.88,8.0,0.03633064031600952
42500,0.38,3.38,8.0,0.0005950597114861012
43000,0.0,3.0,8.0,0.030832422897219658
43500,0.12,3.12,8.0,0.015666307881474495
44000,1.25,4.25,8.0,0.03522561490535736
44500,0.88,3.88,8.0,0.00027414810028858483
45000,0.5,3.5,8.0,0.011040253564715385
45500,1.38,4.38,8.0,0.03032151237130165
46000,1.12,4.12,8.0,0.03700155019760132
46500,1.38,4.38,8.0,0.02438880316913128
47000,0.5,3.5,8.0,0.041174598038196564
47500,1.75,4.75,8.0,0.0002634284319356084
48000,-1.0,2.0,8.0,0.025214122608304024
48500,-0.2,2.4,10.0,0.002970332046970725
49000,1.12,4.12,8.0,0.0005400876980274916
49500,0.0,3.0,8.0,0.012016426771879196
50000,0.88,3.88,8.0,0.00039491752977482975
50500,-0.62,2.38,8.0,0.005863182246685028
51000,1.75,4.75,8.0,0.014325671829283237
51500,2.25,5.25,8.0,0.0011136735556647182
52000,-0.12,2.88,8.0,0.028633415699005127
52500,0.5,3.5,8.0,0.015535776503384113
53000,-0.75,2.25,8.0,0.017959075048565865
53500,1.25,4.25,8.0,0.0077371494844555855
54000,2.38,5.38,8.0,0.000389843073207885
54500,0.62,3.62,8.0,0.00960454624146223
55000,0.38,3.38,8.0,0.03919762745499611
55500,1.12,4.12,8.0,0.005271038506180048
56000,0.62,3.62,8.0,0.015383535996079445
56500,0.88,3.88,8.0,0.04241707921028137
57000,0.25,3.25,8.0,0.005583250895142555
57500,0.0,3.0,8.0,0.004823178052902222
58000,-0.12,2.88,8.0,0.002994939684867859
58500,-0.5,2.5,8.0,0.003919672220945358
59000,-0.75,2.25,8.0,0.004377874545753002
59500,-0.62,2.38,8.0,0.00267759058624506
60000,-0.62,2.38,8.0,0.00282434094697237
60500,-1.0,2.0,8.0,0.003845758270472288
61000,-0.75,2.25,8.0,0.00948698166757822
61500,-1.0,2.0,8.0,0.02832811325788498
62000,-0.75,2.25,8.0,0.0026439265348017216
62500,-1.0,2.0,8.0,0.0016077791806310415
63000,-0.62,2.38,8.0,0.0038630738854408264
63500,-0.88,2.12,8.0,0.024532444775104523
64000,-0.62,2.38,8.0,0.00889132171869278
64500,-0.75,2.25,8.0,0.0025364563334733248
65000,-0.88,2.12,8.0,0.0024233637377619743
65500,-1.0,2.0,8.0,0.0010255178203806281
66000,-0.88,2.12,8.0,0.019781677052378654
66500,-1.0,2.0,8.0,0.010279498994350433
67000,-0.56,2.44,9.0,0.01973416842520237
67500,-0.89,2.11,9.0,0.0030458751134574413
68000,-1.0,2.0,9.0,0.0014588157646358013
68500,-1.0,2.0,9.0,0.002280134242027998
69000,-1.0,2.0,8.0,0.0016647519078105688
69500,-0.67,2.33,9.0,0.016625352203845978
70000,-1.0,2.0,9.0,0.010424616746604443
70500,-0.88,2.12,8.0,0.0144368726760149
71000,-1.0,2.0,8.0,0.0022749565541744232
71500,-0.5,2.5,8.0,0.008677879348397255
72000,-1.0,2.0,8.0,0.0016445186920464039
72500,-1.0,2.0,8.0,0.004550652578473091
73000,-1.0,2.0,8.0,0.00786344800144434
73500,-0.5,2.5,8.0,0.005156273953616619
74000,-0.75,2.25,8.0,0.0007230261107906699
74500,-0.62,2.38,8.0,0.00203148927539587
75000,-0.88,2.12,8.0,0.0006342250853776932
75500,-0.75,2.25,8.0,0.004080244805663824
76000,-0.75,2.25,8.0,0.006388767622411251
76500,-0.88,2.12,8.0,0.008381014689803123
77000,-1.0,2.0,8.0,0.00441410206258297
77500,-0.88,2.12,8.0,0.0021967017091810703
78000,-0.88,2.12,8.0,0.0021718423813581467
78500,-0.78,2.22,9.0,0.0023408622946590185
79000,-0.88,2.12,8.0,0.0034775352105498314
79500,-0.5,2.5,8.0,0.00333452969789505
80000,-0.78,2.22,9.0,0.0045789978466928005
80500,-0.78,2.22,9.0,0.007184919901192188
81000,-0.75,2.25,8.0,0.0029498878866434097
81500,-0.62,2.38,8.0,0.004816398024559021
82000,-0.12,2.88,8.0,0.006685394328087568
82500,-0.78,2.22,9.0,0.0025390267837792635
83000,-0.75,2.25,8.0,0.0034788083285093307
83500,-0.56,2.44,9.0,0.0016908184625208378
84000,-1.0,2.0,9.0,0.003205548506230116
84500,-0.88,2.12,8.0,0.007462755776941776
85000,-0.75,2.25,8.0,0.002018364379182458
85500,-1.0,2.0,8.0,0.0024568575900048018
86000,-0.62,2.38,8.0,0.0019624102860689163
86500,-0.38,2.62,8.0,0.006595286540687084
87000,-1.0,2.0,8.0,0.0010764800244942307
87500,-0.25,2.75,8.0,0.007801937870681286
88000,-0.5,2.5,8.0,0.007720615714788437
88500,-0.5,2.5,8.0,0.0024475492537021637
89000,-0.75,2.25,8.0,0.005973715800791979
89500,0.25,3.25,8.0,0.0007270635105669498
90000,-0.25,2.75,8.0,0.003170038340613246
90500,-0.25,2.75,8.0,0.0016929771518334746
91000,-0.5,2.5,8.0,0.00470968009904027
91500,0.25,3.25,8.0,0.001406536204740405
92000,-0.25,2.75,8.0,0.0034969341941177845
92500,0.12,3.12,8.0,0.0006906334310770035
93000,0.5,3.5,8.0,0.0009547988302074373
93500,0.0,3.0,9.0,0.012803562916815281
94000,0.88,3.88,8.0,0.0015857944963499904
94500,0.75,3.75,8.0,0.004629726056009531
95000,-0.88,2.12,8.0,0.003422536188736558
95500,1.25,4.25,8.0,0.00219661183655262
96000,0.25,3.25,8.0,0.0010583880357444286
96500,1.0,4.0,8.0,0.007591402158141136
97000,0.0,3.0,8.0,0.0016440707258880138
97500,0.62,3.62,8.0,0.0008199091535061598
98000,0.12,3.12,8.0,0.0041575185023248196
98500,1.0,4.0,8.0,0.008599693886935711
99000,0.11,3.11,9.0,0.007119501940906048
99500,1.38,4.38,8.0,0.000795760890468955
100000,0.0,3.0,8.0,0.0016563883982598782
100500,0.88,3.88,8.0,0.004479392431676388
101000,1.0,4.0,8.0,0.002084075240418315
101500,0.25,3.25,8.0,0.010570657439529896
102000,1.0,4.0,8.0,0.003322496311739087
102500,0.25,3.25,8.0,0.0014992919750511646
103000,-0.5,2.5,8.0,0.004799418151378632
103500,-0.12,2.88,8.0,0.0043259188532829285
104000,-0.25,2.75,8.0,0.0024801171384751797
104500,0.62,3.62,8.0,0.007946674712002277
105000,0.5,3.5,8.0,0.003364353906363249
105500,-0.38,2.62,8.0,0.001715733320452273
106000,0.75,3.75,8.0,0.00425483426079154
106500,1.62,4.62,8.0,0.014344875700771809
107000,-0.88,2.12,8.0,0.0024711706209927797
107500,0.44,3.44,9.0,0.002565615577623248
108000,0.25,3.25,8.0,0.004206229001283646
108500,0.88,3.88,8.0,0.006581326015293598
109000,0.38,3.38,8.0,0.0010902263456955552
109500,-0.38,2.62,8.0,0.002728080842643976
110000,0.88,3.88,8.0,0.0019866228103637695
110500,0.5,3.5,8.0,0.0013666278682649136
111000,-0.25,2.75,8.0,0.0016614143969491124
111500,0.88,3.88,8.0,0.0018284579273313284
112000,1.0,4.0,8.0,0.0021410679910331964
112500,0.5,3.5,8.0,0.006519013084471226
113000,1.25,4.25,8.0,0.006063025910407305
113500,1.25,4.25,8.0,0.014423631131649017
114000,0.62,3.62,8.0,0.004999430850148201
114500,0.12,3.12,8.0,0.008541494607925415
115000,-0.12,2.88,8.0,0.006913940422236919
115500,1.25,4.25,8.0,0.009715926833450794
116000,-0.62,2.38,8.0,0.0085621802136302
116500,0.5,3.5,8.0,0.0015025078319013119
117000,1.62,4.62,8.0,0.0038703600876033306
117500,-0.12,2.88,8.0,0.0029706519562751055
118000,1.0,4.0,9.0,0.0014307047240436077
118500,-0.38,2.62,8.0,0.012431379407644272
119000,2.0,5.0,8.0,0.00832782406359911
119500,-0.38,2.62,8.0,0.0023382133804261684
120000,-0.25,2.75,8.0,0.0018664093222469091
120500,0.62,3.62,8.0,0.0020164744928479195
121000,0.88,3.88,8.0,0.0015565927606076002
121500,0.25,3.25,8.0,0.001790965790860355
122000,0.38,3.38,8.0,0.007946108467876911
122500,0.12,3.12,8.0,0.003567615756765008
123000,0.88,3.88,8.0,0.009070665575563908
123500,-0.5,2.5,8.0,0.005781323648989201
124000,0.88,3.88,8.0,0.006472712382674217
124500,0.75,3.75,8.0,0.0053459517657756805
125000,0.11,3.11,9.0,0.0040897163562476635
125500,-0.5,2.5,8.0,0.005930909886956215
126000,0.25,3.25,8.0,0.007025707513093948
126500,2.25,5.25,8.0,0.002672933042049408
127000,1.75,4.75,8.0,0.00569493230432272
127500,0.5,3.5,8.0,0.02750197984278202
128000,1.25,4.25,8.0,0.013568399474024773
128500,1.62,4.62,8.0,0.0034505436196923256
129000,0.12,3.12,8.0,0.010676136240363121
129500,0.38,3.38,8.0,0.007678817957639694
130000,2.0,5.0,8.0,0.00901054311543703
130500,1.25,4.25,8.0,0.008647947572171688
131000,0.0,3.0,8.0,0.0035014054737985134
131500,-0.62,2.38,8.0,0.004487570375204086
132000,0.12,3.12,8.0,0.0077647799625992775
132500,0.62,3.62,8.0,0.007534508593380451
133000,1.62,4.62,8.0,0.002418863819912076
133500,0.25,3.25,8.0,0.011909184977412224
134000,1.25,4.25,8.0,0.0024961719755083323
134500,0.62,3.62,8.0,0.0013158770743757486
135000,-0.12,2.88,8.0,0.0021525530610233545
135500,2.5,5.5,8.0,0.0027975114062428474
136000,0.0,3.0,8.0,0.0016964523820206523
136500,0.75,3.75,8.0,0.004020639695227146
137000,0.5,3.5,8.0,0.0018909787759184837
137500,0.22,3.22,9.0,0.002100985497236252
138000,0.38,3.38,8.0,0.002912249881774187
138500,1.0,4.0,8.0,0.0017256177961826324
139000,-0.75,2.25,8.0,0.0014487541047856212
139500,0.75,3.75,8.0,0.0015599760226905346
140000,1.0,4.0,9.0,0.004832008387893438
140500,0.38,3.38,8.0,0.003193833399564028
141000,0.25,3.25,8.0,0.006611133925616741
141500,0.38,3.38,8.0,0.003396215382963419
142000,-0.25,2.75,8.0,0.002229214645922184
142500,1.75,4.75,8.0,0.0029557684902101755
143000,1.5,4.5,8.0,0.002348517067730427
143500,1.5,4.5,8.0,0.008221697993576527
144000,-0.38,2.62,8.0,0.0035019118804484606
144500,0.38,3.38,8.0,0.0014496895018965006
145000,1.0,4.0,8.0,0.0007807902875356376
145500,0.38,3.38,8.0,0.006635589525103569
146000,0.38,3.38,8.0,0.0068833474069833755
146500,0.12,3.12,8.0,0.0012968748342245817
147000,0.25,3.25,8.0,0.0017830589786171913
147500,-0.5,2.5,8.0,0.002351262839511037
148000,1.25,4.25,8.0,0.004060652107000351
148500,-0.25,2.75,8.0,0.0031790772918611765
149000,-0.12,2.88,8.0,0.00188985385466367
149500,0.38,3.38,8.0,0.015792474150657654
150000,-0.25,2.75,8.0,0.0029902756214141846
150500,1.25,4.25,8.0,0.0017158214468508959
151000,1.62,4.62,8.0,0.004198879934847355
151500,1.25,4.25,8.0,0.0029259773436933756
152000,1.12,4.12,8.0,0.0032780999317765236
152500,1.12,4.12,8.0,0.007559299934655428
153000,0.12,3.12,8.0,0.0075855618342757225
153500,1.0,4.0,8.0,0.0013163182884454727
154000,0.0,3.0,8.0,0.001941444119438529
154500,0.12,3.12,8.0,0.006054062396287918
155000,0.5,3.5,8.0,0.001545205246657133
155500,-0.25,2.75,8.0,0.004322802647948265
156000,-0.25,2.75,8.0,0.0066521563567221165
156500,0.12,3.12,8.0,0.004156401846557856
157000,-0.62,2.38,8.0,0.001960303634405136
157500,1.12,4.12,8.0,0.002507199067622423
158000,0.88,3.88,8.0,0.004717034753412008
158500,0.88,3.88,8.0,0.012620611116290092
159000,0.38,3.38,8.0,0.0076433224603533745
159500,1.5,4.5,8.0,0.009393741376698017
160000,0.12,3.12,8.0,0.0024598101153969765
160500,0.0,3.0,8.0,0.006886321119964123
161000,0.0,3.0,8.0,0.0077517894096672535
161500,1.38,4.38,8.0,0.0036500231362879276
162000,2.38,5.38,8.0,0.0038970871828496456
162500,0.25,3.25,8.0,0.0028012418188154697
163000,1.25,4.25,8.0,0.0024041645228862762
163500,-0.62,2.38,8.0,0.003297350602224469
164000,-0.25,2.75,8.0,0.0073461392894387245
164500,0.0,3.0,8.0,0.004223329946398735
165000,1.25,4.25,8.0,0.0023180320858955383
165500,1.5,4.5,8.0,0.0023737989831715822
166000,0.5,3.5,8.0,0.003226154949516058
166500,-0.38,2.62,8.0,0.006812164559960365
167000,1.5,4.5,8.0,0.005701104179024696
167500,0.12,3.12,8.0,0.001936167012900114
168000,0.0,3.0,8.0,0.0014111809432506561
168500,1.38,4.38,8.0,0.002772299339994788
169000,1.5,4.5,8.0,0.002770217601209879
169500,-0.38,2.62,8.0,0.0018725995905697346
170000,-0.25,2.75,8.0,0.0029629594646394253
170500,-0.38,2.62,8.0,0.0050945645198225975
171000,1.0,4.0,8.0,0.0016101988730952144
171500,1.62,4.62,8.0,0.0016394995618611574
172000,1.0,4.0,8.0,0.0021116940770298243
172500,0.12,3.12,8.0,0.00477796234190464
173000,0.0,3.0,8.0,0.0019091273425146937
173500,1.0,4.0,8.0,0.0038497645873576403
174000,0.75,3.75,8.0,0.0026286421343684196
174500,-0.75,2.25,8.0,0.010217661038041115
175000,0.62,3.62,8.0,0.003999120555818081
175500,1.38,4.38,8.0,0.0021970418747514486
176000,0.88,3.88,8.0,0.009108297526836395
176500,0.0,3.0,8.0,0.00250071007758379
177000,1.75,4.75,8.0,0.0059404149651527405
177500,0.88,3.88,8.0,0.004607649520039558
178000,0.5,3.5,8.0,0.002433257643133402
178500,1.12,4.12,8.0,0.0020239094737917185
179000,1.0,4.0,9.0,0.002146987710148096
179500,0.12,3.12,8.0,0.0018855433445423841
180000,0.75,3.75,8.0,0.002127018291503191
180500,1.5,4.5,8.0,0.0035195285454392433
181000,0.12,3.12,8.0,0.0031886594370007515
181500,1.25,4.25,8.0,0.005552907940000296
182000,1.25,4.25,8.0,0.0014687585644423962
182500,0.12,3.12,8.0,0.002114882692694664
183000,0.62,3.62,8.0,0.000864647445268929
183500,0.5,3.5,8.0,0.0038952326867729425
184000,0.62,3.62,8.0,0.001959852408617735
184500,0.62,3.62,8.0,0.007398622110486031
185000,-0.12,2.88,8.0,0.0048825545236468315
185500,0.12,3.12,8.0,0.0026334209833294153
186000,0.62,3.62,8.0,0.001350889797322452
186500,-0.25,2.75,8.0,0.0029387224931269884
187000,0.12,3.12,8.0,0.0030963921453803778
187500,0.38,3.38,8.0,0.001258486183360219
188000,0.12,3.12,8.0,0.0026505799032747746
188500,0.0,3.0,8.0,0.0020349640399217606
189000,0.12,3.12,8.0,0.0027834982611238956
189500,-0.12,2.88,8.0,0.0021570404060184956
190000,-0.5,2.5,8.0,0.0050749643705785275
190500,0.62,3.62,8.0,0.003782459534704685
191000,-0.12,2.88,8.0,0.002729246858507395
191500,1.0,4.0,8.0,0.0027834847569465637
192000,1.25,4.25,8.0,0.0017657727003097534
192500,0.62,3.62,8.0,0.00366990827023983
193000,1.25,4.25,8.0,0.0012205175589770079
193500,-0.12,2.88,8.0,0.005310745444148779
194000,0.12,3.12,8.0,0.007300799712538719
194500,0.88,3.88,8.0,0.001685072318650782
195000,0.38,3.38,8.0,0.0039321500808000565
195500,0.0,3.0,8.0,0.0031950888223946095
196000,0.62,3.62,8.0,0.0022639515809714794
196500,0.25,3.25,8.0,0.0017744173528626561
197000,0.75,3.75,8.0,0.0036747087724506855
197500,0.75,3.75,8.0,0.0026283820625394583
198000,1.62,4.62,8.0,0.002389341127127409
198500,1.88,4.88,8.0,0.0010850047692656517
199000,0.5,3.5,8.0,0.005352196283638477
199500,1.0,4.0,8.0,0.0015050754882395267
200000,0.38,3.38,8.0,0.004151373170316219
